taxa,FALSE,TRUE,prop
Tragopogon porrifolius,29464,3,0.0101808803067839
Trichostomum crispulum,29464,3,0.0101808803067839
Trifolium fragiferum,29464,3,0.0101808803067839
Trifolium incarnatum,29464,3,0.0101808803067839
Triglochin maritimum,29464,3,0.0101808803067839
Triglochin palustre,29464,3,0.0101808803067839
Triphragmium ulmariae,29464,3,0.0101808803067839
Tritia reticulata,29464,3,0.0101808803067839
Trixa conspersa,29464,3,0.0101808803067839
Troilus luridus,29464,3,0.0101808803067839
Tropaeolum majus,29464,3,0.0101808803067839
Trypoxylon attenuatum,29464,3,0.0101808803067839
Turritellinella tricarinata,29464,3,0.0101808803067839
Udea prunalis,29464,3,0.0101808803067839
Ulex gallii,29464,3,0.0101808803067839
Vaccinium myrtillus,29464,3,0.0101808803067839
Valenzuela flavidus,29464,3,0.0101808803067839
Valeriana pyrenaica,29464,3,0.0101808803067839
Vallonia costata,29464,3,0.0101808803067839
Velella velella,29464,3,0.0101808803067839
Verbena officinalis,29464,3,0.0101808803067839
Verrucaria baldensis,29464,3,0.0101808803067839
Viola palustris,29464,3,0.0101808803067839
Viola tricolor,29464,3,0.0101808803067839
Voria ruralis,29464,3,0.0101808803067839
Walckenaeria antica,29464,3,0.0101808803067839
Walckenaeria nudipalpis,29464,3,0.0101808803067839
Weissia controversa,29464,3,0.0101808803067839
Wesmaelius subnebulosus,29464,3,0.0101808803067839
Xanthoria ulophyllodes,29464,3,0.0101808803067839
Zyginidia scutellaris,29464,3,0.0101808803067839
Abia fasciata,29465,2,0.00678725353785591
Abia lonicerae,29465,2,0.00678725353785591
Abortiporus biennis,29465,2,0.00678725353785591
Abra nitida,29465,2,0.00678725353785591
Acanthiophilus helianthi,29465,2,0.00678725353785591
Acanthocardia echinata,29465,2,0.00678725353785591
Acer negundo,29465,2,0.00678725353785591
Acericerus heydenii,29465,2,0.00678725353785591
Acleris comariana,29465,2,0.00678725353785591
Acleris rhombana,29465,2,0.00678725353785591
Aconitum napellus,29465,2,0.00678725353785591
Acrolepia autumnitella,29465,2,0.00678725353785591
Adaina microdactyla,29465,2,0.00678725353785591
Aeolidiella glauca,29465,2,0.00678725353785591
Agabus didymus,29465,2,0.00678725353785591
Agabus nebulosus,29465,2,0.00678725353785591
Agabus paludosus,29465,2,0.00678725353785591
Agallia consobrina,29465,2,0.00678725353785591
Agapeta zoegana,29465,2,0.00678725353785591
Agaricus cappellianus,29465,2,0.00678725353785591
Agonum marginatum,29465,2,0.00678725353785591
Agraylea multipunctata,29465,2,0.00678725353785591
Agriotes obscurus,29465,2,0.00678725353785591
Agrius convolvuli,29465,2,0.00678725353785591
Agrocybe pediades,29465,2,0.00678725353785591
Agrocybe praecox,29465,2,0.00678725353785591
Agrostis gigantea,29465,2,0.00678725353785591
Agrostis scabra,29465,2,0.00678725353785591
Agrotis ipsilon,29465,2,0.00678725353785591
Akera bullata,29465,2,0.00678725353785591
Alboglossiphonia heteroclita,29465,2,0.00678725353785591
Alebra albostriella,29465,2,0.00678725353785591
Aleimma loeflingiana,29465,2,0.00678725353785591
Aleyrodes proletella,29465,2,0.00678725353785591
Alle alle,29465,2,0.00678725353785591
Alnetoidea alneti,29465,2,0.00678725353785591
Aloina aloides,29465,2,0.00678725353785591
Altica palustris,29465,2,0.00678725353785591
Amanita citrina,29465,2,0.00678725353785591
Amanita phalloides,29465,2,0.00678725353785591
Amara ovata,29465,2,0.00678725353785591
Amara similata,29465,2,0.00678725353785591
Ametastegia glabrata,29465,2,0.00678725353785591
Amphibalanus amphitrite,29465,2,0.00678725353785591
Amphibalanus improvisus,29465,2,0.00678725353785591
Anacaena lutescens,29465,2,0.00678725353785591
Anaplectoides prasina,29465,2,0.00678725353785591
Anchusa arvensis,29465,2,0.00678725353785591
Ancistrocerus parietinus,29465,2,0.00678725353785591
Ancylis achatana,29465,2,0.00678725353785591
Andrena ruficrus,29465,2,0.00678725353785591
Andrena synadelpha,29465,2,0.00678725353785591
Andricus curvator,29465,2,0.00678725353785591
Andricus grossulariae,29465,2,0.00678725353785591
Andricus quercuscorticis,29465,2,0.00678725353785591
Androniscus dentiger,29465,2,0.00678725353785591
Aneugmenus coronatus,29465,2,0.00678725353785591
Anisus leucostoma,29465,2,0.00678725353785591
Anobium inexspectatum,29465,2,0.00678725353785591
Anodonta cygnea,29465,2,0.00678725353785591
Anoscopus serratulae,29465,2,0.00678725353785591
Anotylus rugosus,29465,2,0.00678725353785591
Anthracus consputus,29465,2,0.00678725353785591
Antispila metallella,29465,2,0.00678725353785591
Antistea elegans,29465,2,0.00678725353785591
Apeira syringaria,29465,2,0.00678725353785591
Aphanes australis,29465,2,0.00678725353785591
Aphis sambuci,29465,2,0.00678725353785591
Aphthona nonstriata,29465,2,0.00678725353785591
Aplexa hypnorum,29465,2,0.00678725353785591
Aplocera efformata,29465,2,0.00678725353785591
Apotomis betuletana,29465,2,0.00678725353785591
Aproceros leucopoda,29465,2,0.00678725353785591
Araneus sturmi,29465,2,0.00678725353785591
Araucaria araucana,29465,2,0.00678725353785591
Archarius pyrrhoceras,29465,2,0.00678725353785591
Archiearis parthenias,29465,2,0.00678725353785591
Archips podana,29465,2,0.00678725353785591
Ardeola ralloides,29465,2,0.00678725353785591
Arenostola phragmitidis,29465,2,0.00678725353785591
Argogorytes mystaceus,29465,2,0.00678725353785591
Arion fasciatus,29465,2,0.00678725353785591
Armadillidium nasatum,29465,2,0.00678725353785591
Arthaldeus pascuellus,29465,2,0.00678725353785591
Ascidia conchilega,29465,2,0.00678725353785591
Asparagus officinalis,29465,2,0.00678725353785591
Aspidapion radiolus,29465,2,0.00678725353785591
Astraeus hygrometricus,29465,2,0.00678725353785591
Astrantia major,29465,2,0.00678725353785591
Athalia bicolor,29465,2,0.00678725353785591
Atherix ibis,29465,2,0.00678725353785591
Atheta vaga,29465,2,0.00678725353785591
Aulagromyza tremulae,29465,2,0.00678725353785591
Badister dilatatus,29465,2,0.00678725353785591
Baetis vernus,29465,2,0.00678725353785591
Bagous subcarinatus,29465,2,0.00678725353785591
Balanus balanus,29465,2,0.00678725353785591
Baryphyma pratense,29465,2,0.00678725353785591
Batrachedra praeangusta,29465,2,0.00678725353785591
Bellardia vulgaris,29465,2,0.00678725353785591
Belonia nidarosiensis,29465,2,0.00678725353785591
Bembecia ichneumoniformis,29465,2,0.00678725353785591
Bembidion clarkii,29465,2,0.00678725353785591
Bembidion fumigatum,29465,2,0.00678725353785591
Bembidion quadrimaculatum,29465,2,0.00678725353785591
Bembidion tetracolum,29465,2,0.00678725353785591
Bembidion varium,29465,2,0.00678725353785591
Betula utilis,29465,2,0.00678725353785591
Bimastos eiseni,29465,2,0.00678725353785591
Bisnius fimetarius,29465,2,0.00678725353785591
Boletus erythropus,29465,2,0.00678725353785591
Boletus luridus,29465,2,0.00678725353785591
Boletus porosporus,29465,2,0.00678725353785591
Bombus ruderarius,29465,2,0.00678725353785591
Bombus ruderatus,29465,2,0.00678725353785591
Boreoiulus tenuis,29465,2,0.00678725353785591
Botanophila discreta,29465,2,0.00678725353785591
Botanophila striolata,29465,2,0.00678725353785591
Botrylloides diegensis,29465,2,0.00678725353785591
Botrylloides violaceus,29465,2,0.00678725353785591
Botryocladia wrightii,29465,2,0.00678725353785591
Brachypterus glaber,29465,2,0.00678725353785591
Brassica oleracea,29465,2,0.00678725353785591
Bruchidius villosus,29465,2,0.00678725353785591
Bruchus loti,29465,2,0.00678725353785591
Bryum algovicum,29465,2,0.00678725353785591
Bucculatrix albedinella,29465,2,0.00678725353785591
Bucculatrix bechsteinella,29465,2,0.00678725353785591
Buddleja globosa,29465,2,0.00678725353785591
Bugulina simplex,29465,2,0.00678725353785591
Bugulina stolonifera,29465,2,0.00678725353785591
Bunium bulbocastanum,29465,2,0.00678725353785591
Bupleurum rotundifolium,29465,2,0.00678725353785591
Burhinus oedicnemus,29465,2,0.00678725353785591
Byssonectria fusispora,29465,2,0.00678725353785591
Cakile maritima,29465,2,0.00678725353785591
Calamotropha paludella,29465,2,0.00678725353785591
Calathus melanocephalus,29465,2,0.00678725353785591
Calcarius lapponicus,29465,2,0.00678725353785591
Calidris ferruginea,29465,2,0.00678725353785591
Caliroa cerasi,29465,2,0.00678725353785591
Calliblepharis ciliata,29465,2,0.00678725353785591
Callitriche platycarpa,29465,2,0.00678725353785591
Calloria neglecta,29465,2,0.00678725353785591
Caloplaca albolutescens,29465,2,0.00678725353785591
Caloplaca austrocitrina,29465,2,0.00678725353785591
Caloplaca cerinella,29465,2,0.00678725353785591
Caloplaca dichroa,29465,2,0.00678725353785591
Caloptilia elongella,29465,2,0.00678725353785591
Calyptraea chinensis,29465,2,0.00678725353785591
Campanula latifolia,29465,2,0.00678725353785591
Campylopus pyriformis,29465,2,0.00678725353785591
Candelaria concolor,29465,2,0.00678725353785591
Caprimulgus europaeus,29465,2,0.00678725353785591
Carassius auratus,29465,2,0.00678725353785591
Cardamine raphanifolia,29465,2,0.00678725353785591
Carex extensa,29465,2,0.00678725353785591
Carex viridula,29465,2,0.00678725353785591
Carychium tridentatum,29465,2,0.00678725353785591
Cassida viridis,29465,2,0.00678725353785591
Catocala nupta,29465,2,0.00678725353785591
Centromerus dilutus,29465,2,0.00678725353785591
Cephus pygmeus,29465,2,0.00678725353785591
Cephus spinipes,29465,2,0.00678725353785591
Ceraclea annulicornis,29465,2,0.00678725353785591
Ceramica pisi,29465,2,0.00678725353785591
Ceratapion onopordi,29465,2,0.00678725353785591
Ceratinella brevipes,29465,2,0.00678725353785591
Ceratiomyxa fruticulosa,29465,2,0.00678725353785591
Cereus pedunculatus,29465,2,0.00678725353785591
Ceriagrion tenellum,29465,2,0.00678725353785591
Cerylon ferrugineum,29465,2,0.00678725353785591
Cetonia aurata,29465,2,0.00678725353785591
Chaetocnema hortensis,29465,2,0.00678725353785591
Charadrius morinellus,29465,2,0.00678725353785591
Cheilosia pagana,29465,2,0.00678725353785591
Chelostoma florisomne,29465,2,0.00678725353785591
Chrysops caecutiens,29465,2,0.00678725353785591
Chrysotus gramineus,29465,2,0.00678725353785591
Chyliza leptogaster,29465,2,0.00678725353785591
Chylocladia verticillata,29465,2,0.00678725353785591
Ciboria caucus,29465,2,0.00678725353785591
Cinclidotus fontinaloides,29465,2,0.00678725353785591
Cionus alauda,29465,2,0.00678725353785591
Circus cyaneus,29465,2,0.00678725353785591
Cirsium heterophyllum,29465,2,0.00678725353785591
Cis boleti,29465,2,0.00678725353785591
Cis vestitus,29465,2,0.00678725353785591
Cistogaster globosa,29465,2,0.00678725353785591
Clauzadea monticola,29465,2,0.00678725353785591
Clavulinopsis luteoalba,29465,2,0.00678725353785591
Clitocybe candicans,29465,2,0.00678725353785591
Cloeon simile,29465,2,0.00678725353785591
Clusiodes albimanus,29465,2,0.00678725353785591
Cnephalocotes obscurus,29465,2,0.00678725353785591
Coccidula scutellata,29465,2,0.00678725353785591
Codium fragile,29465,2,0.00678725353785591
Coenosia testacea,29465,2,0.00678725353785591
Coleophora trifolii,29465,2,0.00678725353785591
Collema tenax,29465,2,0.00678725353785591
Colletes succinctus,29465,2,0.00678725353785591
Collybia cirrhata,29465,2,0.00678725353785591
Coltricia perennis,29465,2,0.00678725353785591
Conocephalum salebrosum,29465,2,0.00678725353785591
Conocybe apala,29465,2,0.00678725353785591
Conocybe tenera,29465,2,0.00678725353785591
Contacyphon laevipennis,29465,2,0.00678725353785591
Convallaria majalis,29465,2,0.00678725353785591
Coprinellus hiascens,29465,2,0.00678725353785591
Coprinopsis lagopides,29465,2,0.00678725353785591
Coprinopsis nivea,29465,2,0.00678725353785591
Coprinus stellatus,29465,2,0.00678725353785591
Corallina officinalis,29465,2,0.00678725353785591
Corbula gibba,29465,2,0.00678725353785591
Cordulegaster boltonii,29465,2,0.00678725353785591
Corixa punctata,29465,2,0.00678725353785591
Cornus alba,29465,2,0.00678725353785591
Cortinarius flexipes,29465,2,0.00678725353785591
Cortinarius hemitrichus,29465,2,0.00678725353785591
Cortinarius raphanoides,29465,2,0.00678725353785591
Cortinarius umbrinolens,29465,2,0.00678725353785591
Corydalis solida,29465,2,0.00678725353785591
Cotoneaster divaricatus,29465,2,0.00678725353785591
Cotoneaster franchetii,29465,2,0.00678725353785591
Cotoneaster frigidus,29465,2,0.00678725353785591
Crataegus coccinea,29465,2,0.00678725353785591
Crepidotus calolepis,29465,2,0.00678725353785591
Crepis biennis,29465,2,0.00678725353785591
Crossocerus dimidiatus,29465,2,0.00678725353785591
Crossocerus nigritus,29465,2,0.00678725353785591
Crucibulum laeve,29465,2,0.00678725353785591
Cryphia algae,29465,2,0.00678725353785591
Cryptocephalus fulvus,29465,2,0.00678725353785591
Ctesias serra,29465,2,0.00678725353785591
Cupressus arizonica,29465,2,0.00678725353785591
Cupressus macrocarpa,29465,2,0.00678725353785591
Curruca nisoria,29465,2,0.00678725353785591
Cychrus caraboides,29465,2,0.00678725353785591
Cyclophora punctaria,29465,2,0.00678725353785591
Cylista troglodytes,29465,2,0.00678725353785591
Cymatia coleoptrata,29465,2,0.00678725353785591
Cymus glandicolor,29465,2,0.00678725353785591
Cynomya mortuorum,29465,2,0.00678725353785591
Cyprinus carpio,29465,2,0.00678725353785591
Cystopteris fragilis,29465,2,0.00678725353785591
Danthonia decumbens,29465,2,0.00678725353785591
Daphne laureola,29465,2,0.00678725353785591
Dasytes aeratus,29465,2,0.00678725353785591
Datronia mollis,29465,2,0.00678725353785591
Datura stramonium,29465,2,0.00678725353785591
Delesseria sanguinea,29465,2,0.00678725353785591
Deltocephalus pulicaris,29465,2,0.00678725353785591
Dendrobaena octaedra,29465,2,0.00678725353785591
Dendrodoa grossularia,29465,2,0.00678725353785591
Dendrophilus punctatus,29465,2,0.00678725353785591
Depressaria daucella,29465,2,0.00678725353785591
Depressaria pimpinellae,29465,2,0.00678725353785591
Dermoloma cuneifolium,29465,2,0.00678725353785591
Diadumene lineata,29465,2,0.00678725353785591
Diatrype bullata,29465,2,0.00678725353785591
Didea fasciata,29465,2,0.00678725353785591
Didymodon umbrosus,29465,2,0.00678725353785591
Dilophus femoratus,29465,2,0.00678725353785591
Dilsea carnosa,29465,2,0.00678725353785591
Diplocarpon rosae,29465,2,0.00678725353785591
Diplosoma listerianum,29465,2,0.00678725353785591
Dipogon variegatus,29465,2,0.00678725353785591
Diurnea fagella,29465,2,0.00678725353785591
Dolerus fumosus,29465,2,0.00678725353785591
Dolerus haematodes,29465,2,0.00678725353785591
Dolerus vestigialis,29465,2,0.00678725353785591
Dolichopus griseipennis,29465,2,0.00678725353785591
Dolichopus ungulatus,29465,2,0.00678725353785591
Donacia vulgaris,29465,2,0.00678725353785591
Donax vittatus,29465,2,0.00678725353785591
Dosinia lupinus,29465,2,0.00678725353785591
Drepanocladus aduncus,29465,2,0.00678725353785591
Dropephylla ioptera,29465,2,0.00678725353785591
Drosophila immigrans,29465,2,0.00678725353785591
Dryobotodes eremita,29465,2,0.00678725353785591
Dryopteris carthusiana,29465,2,0.00678725353785591
Echinoderma asperum,29465,2,0.00678725353785591
Echinus esculentus,29465,2,0.00678725353785591
Ectemnius lituratus,29465,2,0.00678725353785591
Ectoedemia albifasciella,29465,2,0.00678725353785591
Ectoedemia angulifasciella,29465,2,0.00678725353785591
Ectoedemia argyropeza,29465,2,0.00678725353785591
Edmundsella pedata,29465,2,0.00678725353785591
Egeria densa,29465,2,0.00678725353785591
Eilema depressa,29465,2,0.00678725353785591
Elachista apicipunctella,29465,2,0.00678725353785591
Eleocharis acicularis,29465,2,0.00678725353785591
Eleocharis uniglumis,29465,2,0.00678725353785591
Elgiva cucularia,29465,2,0.00678725353785591
Elmis aenea,29465,2,0.00678725353785591
Elytrigia atherica,29465,2,0.00678725353785591
Emarginula fissura,29465,2,0.00678725353785591
Empis nigripes,29465,2,0.00678725353785591
Empoasca decipiens,29465,2,0.00678725353785591
Endomychus coccineus,29465,2,0.00678725353785591
Endothenia gentianaeana,29465,2,0.00678725353785591
Endotricha flammealis,29465,2,0.00678725353785591
Enicmus transversus,29465,2,0.00678725353785591
Ennomos quercinaria,29465,2,0.00678725353785591
Ensis leei,29465,2,0.00678725353785591
Entelurus aequoreus,29465,2,0.00678725353785591
Entoloma clypeatum,29465,2,0.00678725353785591
Entoloma hirtipes,29465,2,0.00678725353785591
Epinotia nisella,29465,2,0.00678725353785591
Epirrita dilutata,29465,2,0.00678725353785591
Episinus angulatus,29465,2,0.00678725353785591
Eremobia ochroleuca,29465,2,0.00678725353785591
Erioconopa trivialis,29465,2,0.00678725353785591
Eriophorum vaginatum,29465,2,0.00678725353785591
Eriophyes sorbi,29465,2,0.00678725353785591
Errastunus ocellaris,29465,2,0.00678725353785591
Eschscholzia californica,29465,2,0.00678725353785591
Etainia louisella,29465,2,0.00678725353785591
Eucladium verticillatum,29465,2,0.00678725353785591
Eucosma campoliliana,29465,2,0.00678725353785591
Eudemis profundana,29465,2,0.00678725353785591
Eudonia pallida,29465,2,0.00678725353785591
Euglesa hibernica,29465,2,0.00678725353785591
Euphorbia characias,29465,2,0.00678725353785591
Euphyia unangulata,29465,2,0.00678725353785591
Eupithecia pulchellata,29465,2,0.00678725353785591
Eupithecia simpliciata,29465,2,0.00678725353785591
Eupolymnia nebulosa,29465,2,0.00678725353785591
Eupteryx florida,29465,2,0.00678725353785591
Eupteryx vittata,29465,2,0.00678725353785591
Euthycera fumigata,29465,2,0.00678725353785591
Eutomostethus ephippium,29465,2,0.00678725353785591
Eutypa maura,29465,2,0.00678725353785591
Euxoa nigricans,29465,2,0.00678725353785591
Exapion fuscirostre,29465,2,0.00678725353785591
Exidia thuretiana,29465,2,0.00678725353785591
Fagocyba cruenta,29465,2,0.00678725353785591
Fallopia sachalinensis,29465,2,0.00678725353785591
Fannia mollissima,29465,2,0.00678725353785591
Fellhanera bouteillei,29465,2,0.00678725353785591
Festuca brevipila,29465,2,0.00678725353785591
Formica lemani,29465,2,0.00678725353785591
Frullania tamarisci,29465,2,0.00678725353785591
Fucus spiralis,29465,2,0.00678725353785591
Fumaria purpurea,29465,2,0.00678725353785591
Galeopsis speciosa,29465,2,0.00678725353785591
Galerina clavata,29465,2,0.00678725353785591
Galerucella sagittariae,29465,2,0.00678725353785591
Galerucella tenella,29465,2,0.00678725353785591
Galinsoga parviflora,29465,2,0.00678725353785591
Geastrum rufescens,29465,2,0.00678725353785591
Geometra papilionaria,29465,2,0.00678725353785591
Geopora arenosa,29465,2,0.00678725353785591
Geranium phaeum,29465,2,0.00678725353785591
Gerris odontogaster,29465,2,0.00678725353785591
Gerris thoracicus,29465,2,0.00678725353785591
Gibbaranea gibbosa,29465,2,0.00678725353785591
Glaucium flavum,29465,2,0.00678725353785591
